id,lang,keyword,cluster,subcluster,intent,priority,target_url,target_scope,status,funnel_stage,business_value,gsc_impressions,gsc_clicks,gsc_ctr,gsc_avg_position,country,device,last_checked,notes
kw-143,any,dark grey,color,dark grey,commercial,P1,/products/wing/racer-dark-grey/ | /ru/products/wing/racer-dark-grey/ | /products/wing/loft-air-dark-grey/ | /ru/products/wing/loft-air-dark-grey/ | /products/xtal/racer-dark-grey/ | /ru/products/xtal/racer-dark-grey/ | /products/xtal/loft-air-dark-grey/ | /ru/products/xtal/loft-air-dark-grey/,url_group,current,consideration,medium,,,,,,,,Цветовой модификатор для WING/XTAL. Цель уточнена до конкретных цветовых вариантов.
kw-144,any,light grey,color,light grey,commercial,P1,/products/wing/loft-air-light-grey/ | /ru/products/wing/loft-air-light-grey/ | /products/xtal/loft-air-light-grey/ | /ru/products/xtal/loft-air-light-grey/,url_group,current,consideration,medium,,,,,,,,Цветовой модификатор для WING/XTAL Loft Air. Цель уточнена до конкретных цветовых вариантов.
kw-145,any,black,color,black,commercial,P1,/products/wing/racer-black/ | /ru/products/wing/racer-black/ | /products/wing/mesh-black/ | /ru/products/wing/mesh-black/ | /products/xtal/racer-black/ | /ru/products/xtal/racer-black/ | /products/xtal/mesh-black/ | /ru/products/xtal/mesh-black/,url_group,current,consideration,medium,,,,,,,,Цветовой модификатор для Racer/Mesh. Цель уточнена до конкретных цветовых вариантов.
kw-146,any,Synchronous Tilt,mechanic,tilt,informational,P0,/articles/what-is-synchronous-tilt/ | /ru/articles/what-is-synchronous-tilt/,url_group,current,awareness,high,,,,,,,,Стандарт написания проекта; не переводить в нижний регистр.
kw-147,uk,що таке Synchronous Tilt,mechanic,tilt question uk,informational,P0,/articles/what-is-synchronous-tilt/,single_url,current,awareness,high,,,,,,,,Главный вопросный запрос по механизму.
kw-148,ru,что такое Synchronous Tilt,mechanic,tilt question ru,informational,P0,/ru/articles/what-is-synchronous-tilt/,single_url,current,awareness,high,,,,,,,,Главный вопросный запрос по механизму.
kw-149,uk,синхронний нахил крісла,mechanic,tilt local uk,informational,P1,/articles/what-is-synchronous-tilt/,single_url,current,awareness,medium,,,,,,,,Локализованная формулировка рядом с брендовым термином.
kw-150,ru,синхронный наклон кресла,mechanic,tilt local ru,informational,P1,/ru/articles/what-is-synchronous-tilt/,single_url,current,awareness,medium,,,,,,,,Локализованная формулировка рядом с брендовым термином.
kw-151,any,SYNC4,mechanic,SYNC4,informational,P0,/articles/sync4-sync5-mechanism-guide/ | /ru/articles/sync4-sync5-mechanism-guide/,url_group,current,awareness,high,,,,,,,,Механизм SKY Light.
kw-152,any,SYNC5,mechanic,SYNC5,informational,P0,/articles/sync4-sync5-mechanism-guide/ | /ru/articles/sync4-sync5-mechanism-guide/,url_group,current,awareness,high,,,,,,,,"Механизм SKY 360, WING и XTAL."
kw-153,any,SYNC4 multi-adjustable,mechanic,SYNC4 exact,informational,P0,/articles/sync4-sync5-mechanism-guide/ | /ru/articles/sync4-sync5-mechanism-guide/,url_group,current,awareness,high,,,,,,,,Точное написание в характеристиках.
kw-154,any,SYNC5 multi-adjustable,mechanic,SYNC5 exact,informational,P0,/articles/sync4-sync5-mechanism-guide/ | /ru/articles/sync4-sync5-mechanism-guide/,url_group,current,awareness,high,,,,,,,,Точное написание в характеристиках.
kw-155,any,7D,adjustment,7D,commercial investigation,P0,/articles/how-to-choose-chair-by-adjustability/ | /ru/articles/how-to-choose-chair-by-adjustability/,url_group,current,consideration,high,,,,,,,,XTAL и общий гайд по регулировкам.
kw-156,any,8D,adjustment,8D,commercial investigation,P0,/articles/how-to-choose-chair-by-adjustability/ | /ru/articles/how-to-choose-chair-by-adjustability/,url_group,current,consideration,high,,,,,,,,SKY Light и общий гайд.
kw-157,any,11D,adjustment,11D,commercial investigation,P0,/articles/how-to-choose-chair-by-adjustability/ | /ru/articles/how-to-choose-chair-by-adjustability/,url_group,current,consideration,high,,,,,,,,SKY 360/WING и общий гайд.
kw-158,uk,7D 8D 11D регулювання,adjustment,range uk,informational,P0,/articles/how-to-choose-chair-by-adjustability/,single_url,current,awareness,high,,,,,,,,Ключевая формула статьи по регулировкам.
kw-159,ru,7D 8D 11D регулировки,adjustment,range ru,informational,P0,/ru/articles/how-to-choose-chair-by-adjustability/,single_url,current,awareness,high,,,,,,,,Ключевая формула статьи по регулировкам.
kw-160,uk,регулювання крісла,adjustment,chair adjustment uk,informational,P1,/articles/how-to-choose-chair-by-adjustability/,single_url,current,awareness,medium,,,,,,,,Широкий запрос статьи по регулировкам.
kw-161,ru,регулировки кресла,adjustment,chair adjustment ru,informational,P1,/ru/articles/how-to-choose-chair-by-adjustability/,single_url,current,awareness,medium,,,,,,,,Широкий запрос статьи по регулировкам.
kw-162,any,3D X 360 armrest,adjustment,armrest,commercial investigation,P1,/products/sky/360/ | /ru/products/sky/360/,url_group,current,consideration,medium,,,,,,,,Точный атрибут SKY 360.
kw-163,any,4D X 360 armrest,adjustment,armrest,commercial investigation,P1,/products/wing/ | /ru/products/wing/,url_group,current,consideration,medium,,,,,,,,Точный атрибут WING.
kw-164,uk,поперекова підтримка,adjustment,lumbar uk,commercial investigation,P1,/products/sky/,single_url,current,consideration,medium,,,,,,,,Поддерживает SKY и гайды по посадке.
kw-165,ru,поясничная поддержка,adjustment,lumbar ru,commercial investigation,P1,/ru/products/sky/,single_url,current,consideration,medium,,,,,,,,Поддерживает SKY и гайды по посадке.
kw-166,any,dual backrest,mechanic,WING backrest,informational,P1,/articles/wing-vs-xtal/ | /ru/articles/wing-vs-xtal/,url_group,current,awareness,medium,,,,,,,,Термин WING; можно расширять отдельным FAQ-блоком.
kw-167,ru,двойная спинка,mechanic,WING backrest ru,informational,P1,/ru/articles/wing-vs-xtal/,single_url,current,awareness,medium,,,,,,,,Локализованный термин WING.
kw-168,uk,подвійна спинка,mechanic,WING backrest uk,informational,P1,/articles/wing-vs-xtal/,single_url,current,awareness,medium,,,,,,,,Локализованный термин WING.
kw-169,any,fully replaceable design,mechanic,XTAL replaceable,informational,P1,/products/xtal/ | /ru/products/xtal/,url_group,current,awareness,medium,,,,,,,,Термин XTAL; требует видимого подтверждения на страницах.
kw-170,ru,конструкция со сменными элементами,mechanic,XTAL replaceable ru,informational,P1,/ru/products/xtal/,single_url,current,awareness,medium,,,,,,,,Локализованный термин XTAL.
kw-171,uk,конструкція зі змінними елементами,mechanic,XTAL replaceable uk,informational,P1,/products/xtal/,single_url,current,awareness,medium,,,,,,,,Локализованный термин XTAL.
kw-172,any,multi-angle lock,mechanic,tilt lock,informational,P2,/articles/what-is-synchronous-tilt/ | /ru/articles/what-is-synchronous-tilt/,url_group,supporting,awareness,low,,,,,,,,"Технический long-tail; держать как атрибут, не отдельную посадочную."
kw-173,any,weight sensitive,mechanic,tilt resistance,informational,P2,/articles/what-is-synchronous-tilt/ | /ru/articles/what-is-synchronous-tilt/,url_group,supporting,awareness,low,,,,,,,,"Технический long-tail; держать как атрибут, не отдельную посадочную."
kw-174,any,BIFMA tested class 4,spec,gas lift,informational,P2,/products/sky/light/ | /ru/products/sky/light/ | /products/sky/360/ | /ru/products/sky/360/ | /products/wing/racer-black/ | /ru/products/wing/racer-black/ | /products/wing/racer-dark-grey/ | /ru/products/wing/racer-dark-grey/ | /products/wing/loft-air-dark-grey/ | /ru/products/wing/loft-air-dark-grey/ | /products/wing/loft-air-light-grey/ | /ru/products/wing/loft-air-light-grey/ | /products/wing/mesh-black/ | /ru/products/wing/mesh-black/ | /products/xtal/racer-black/ | /ru/products/xtal/racer-black/ | /products/xtal/racer-dark-grey/ | /ru/products/xtal/racer-dark-grey/ | /products/xtal/loft-air-dark-grey/ | /ru/products/xtal/loft-air-dark-grey/ | /products/xtal/loft-air-light-grey/ | /ru/products/xtal/loft-air-light-grey/ | /products/xtal/mesh-black/ | /ru/products/xtal/mesh-black/,url_group,supporting,awareness,low,,,,,,,,"Указывать только там, где факт подтвержден в product front matter/спецификации. Цель уточнена до всех текущих товарных вариантов с видимым упоминанием BIFMA."
kw-175,uk,як вибрати крісло aerocool,guide,general chooser,informational,P0,/articles/how-to-choose-aerocool-chair/,single_url,current,awareness,high,,,,,,,,Главный evergreen-гайд.
kw-176,ru,как выбрать кресло aerocool,guide,general chooser,informational,P0,/ru/articles/how-to-choose-aerocool-chair/,single_url,current,awareness,high,,,,,,,,Главный evergreen-гайд.
kw-177,uk,як вибрати ігрове крісло,guide,gaming chooser,informational,P0,/articles/how-to-choose-aerocool-chair/,single_url,current,awareness,high,,,,,,,,Поддерживает широкий gaming cluster.
kw-178,ru,как выбрать игровое кресло,guide,gaming chooser,informational,P0,/ru/articles/how-to-choose-aerocool-chair/,single_url,current,awareness,high,,,,,,,,Поддерживает широкий gaming cluster.
kw-179,uk,як вибрати офісне крісло,guide,office chooser,informational,P0,/articles/how-to-choose-aerocool-chair/,single_url,current,awareness,high,,,,,,,,Поддерживает широкий office cluster.
kw-180,ru,как выбрать офисное кресло,guide,office chooser,informational,P0,/ru/articles/how-to-choose-aerocool-chair/,single_url,current,awareness,high,,,,,,,,Поддерживает широкий office cluster.
kw-181,uk,як вибрати комп'ютерне крісло,guide,computer chooser,informational,P0,/articles/how-to-choose-aerocool-chair/,single_url,current,awareness,high,,,,,,,,Поддерживает широкий computer cluster.
kw-182,ru,как выбрать компьютерное кресло,guide,computer chooser,informational,P0,/ru/articles/how-to-choose-aerocool-chair/,single_url,current,awareness,high,,,,,,,,Поддерживает широкий computer cluster.
kw-183,uk,sky light чи sky 360,comparison,SKY models,commercial investigation,P1,/articles/sky-light-vs-sky-360/,single_url,current,consideration,medium,,,,,,,,Сравнение двух моделей SKY.
kw-184,ru,sky light или sky 360,comparison,SKY models,commercial investigation,P1,/ru/articles/sky-light-vs-sky-360/,single_url,current,consideration,medium,,,,,,,,Сравнение двух моделей SKY.
kw-185,uk,wing чи xtal,comparison,WING vs XTAL,commercial investigation,P1,/articles/wing-vs-xtal/,single_url,current,consideration,medium,,,,,,,,Сравнение двух серий.
kw-186,ru,wing или xtal,comparison,WING vs XTAL,commercial investigation,P1,/ru/articles/wing-vs-xtal/,single_url,current,consideration,medium,,,,,,,,Сравнение двух серий.
kw-187,any,racer loft air mesh,comparison,surface formats,commercial investigation,P1,/articles/racer-vs-loft-air-vs-mesh/ | /ru/articles/racer-vs-loft-air-vs-mesh/,url_group,current,consideration,medium,,,,,,,,Сравнение материалов/поверхностей.
kw-188,uk,racer loft air чи mesh,comparison,surface formats uk,commercial investigation,P1,/articles/racer-vs-loft-air-vs-mesh/,single_url,current,consideration,medium,,,,,,,,Украинская формула сравнения поверхностей.
kw-189,ru,racer loft air или mesh,comparison,surface formats ru,commercial investigation,P1,/ru/articles/racer-vs-loft-air-vs-mesh/,single_url,current,consideration,medium,,,,,,,,Русская формула сравнения поверхностей.
kw-190,uk,яке крісло для роботи обрати,guide,work chooser uk,commercial investigation,P1,/articles/sky-light-vs-sky-360/,single_url,current,consideration,medium,,,,,,,,"Рабочий сценарий, связанный с SKY и общим гайдом."
kw-191,ru,какое кресло для работы выбрать,guide,work chooser ru,commercial investigation,P1,/ru/articles/sky-light-vs-sky-360/,single_url,current,consideration,medium,,,,,,,,"Рабочий сценарий, связанный с SKY и общим гайдом."
kw-192,uk,яке ігрове крісло обрати,guide,gaming chooser uk,commercial investigation,P1,/articles/wing-vs-xtal/,single_url,current,consideration,medium,,,,,,,,Поддерживает WING/XTAL comparison.
kw-193,ru,какое игровое кресло выбрать,guide,gaming chooser ru,commercial investigation,P1,/ru/articles/wing-vs-xtal/,single_url,current,consideration,medium,,,,,,,,Поддерживает WING/XTAL comparison.
kw-194,uk,яке крісло обрати для постави,guide,posture chooser uk,informational,P1,/articles/chair-for-posture-and-long-work/,single_url,current,awareness,medium,,,,,,,,"Запрос раскрывается через посадку, поддержку, подлокотники и движение без медицинских обещаний."
kw-195,ru,какое кресло выбрать для осанки,guide,posture chooser ru,informational,P1,/ru/articles/chair-for-posture-and-long-work/,single_url,current,awareness,medium,,,,,,,,"Запрос раскрывается через посадку, поддержку, подлокотники и движение без медицинских обещаний."
kw-196,uk,найкраще крісло для home office,guide,best home office uk,commercial investigation,P1,/articles/best-chair-for-home-office/,single_url,current,consideration,medium,,,,,,,,Страница опубликована; использовать только с объясненными критериями “лучшее”.
kw-197,ru,лучшее кресло для home office,guide,best home office ru,commercial investigation,P1,/ru/articles/best-chair-for-home-office/,single_url,current,consideration,medium,,,,,,,,Страница опубликована; использовать только с объясненными критериями “лучшее”.
kw-198,uk,ігрове крісло для тривалих сесій,guide,long gaming uk,commercial investigation,P1,/articles/gaming-chair-long-sessions/,single_url,current,consideration,medium,,,,,,,,Страница опубликована; раскрывать через сценарии WING/XTAL и перерывы без медицинских обещаний.
kw-199,ru,игровое кресло для длительных сессий,guide,long gaming ru,commercial investigation,P1,/ru/articles/gaming-chair-long-sessions/,single_url,current,consideration,medium,,,,,,,,Страница опубликована; раскрывать через сценарии WING/XTAL и перерывы без медицинских обещаний.
kw-200,ru,dual backrest что это,guide,WING explainer ru,informational,P1,/ru/articles/what-is-dual-backrest/,single_url,current,awareness,medium,,,,,,,,Страница опубликована; объясняет WING dual backrest без дублирования WING vs XTAL.
kw-201,uk,що таке dual backrest,guide,WING explainer uk,informational,P1,/articles/what-is-dual-backrest/,single_url,current,awareness,medium,,,,,,,,Страница опубликована; объясняет WING dual backrest без дублирования WING vs XTAL.
kw-202,ru,fully replaceable design chair,guide,XTAL explainer,informational,P1,/articles/what-is-fully-replaceable-design/ | /ru/articles/what-is-fully-replaceable-design/,url_group,current,awareness,medium,,,,,,,,Страница опубликована; объясняет XTAL fully replaceable design и сменные элементы.
kw-203,uk,крісло зі змінними елементами,guide,XTAL replaceable uk,commercial investigation,P1,/articles/what-is-fully-replaceable-design/,single_url,current,consideration,medium,,,,,,,,Страница опубликована; раскрывает XTAL и сменные элементы через практические примеры.
kw-204,ru,кресло со сменными элементами,guide,XTAL replaceable ru,commercial investigation,P1,/ru/articles/what-is-fully-replaceable-design/,single_url,current,consideration,medium,,,,,,,,Страница опубликована; раскрывает XTAL и сменные элементы через практические примеры.
kw-205,uk,купити крісло aerocool,transaction,buy brand uk,transactional,P0,/contact/,single_url,current,purchase,high,,,,,,,,"Коммерческий переход; не обещать условия, не подтвержденные командой."
kw-206,ru,купить кресло aerocool,transaction,buy brand ru,transactional,P0,/ru/contact/,single_url,current,purchase,high,,,,,,,,"Коммерческий переход; не обещать условия, не подтвержденные командой."
kw-207,uk,ціна крісла aerocool,transaction,price uk,transactional,P1,/products/ | /contact/,url_group,supporting,purchase,high,,,,,,,,Использовать только при актуальных price facts во front matter. Цель уточнена как связка каталога и контактов до появления точных коммерческих данных.
kw-208,ru,цена кресла aerocool,transaction,price ru,transactional,P1,/ru/products/ | /ru/contact/,url_group,supporting,purchase,high,,,,,,,,Использовать только при актуальных price facts во front matter. Цель уточнена как связка каталога и контактов до появления точных коммерческих данных.
kw-209,uk,наявність крісла aerocool,transaction,availability uk,transactional,P1,/products/ | /contact/,url_group,supporting,purchase,high,,,,,,,,Зависит от product front matter и бизнес-процесса. Цель уточнена как связка каталога и контактов до появления точных коммерческих данных.
kw-210,ru,наличие кресла aerocool,transaction,availability ru,transactional,P1,/ru/products/ | /ru/contact/,url_group,supporting,purchase,high,,,,,,,,Зависит от product front matter и бизнес-процесса. Цель уточнена как связка каталога и контактов до появления точных коммерческих данных.
kw-211,uk,доставка aerocool,support,delivery uk,support,P1,/faq/,single_url,current,support,medium,,,,,,,,Поддерживающий доверительный запрос.
kw-212,ru,доставка aerocool,support,delivery ru,support,P1,/ru/faq/,single_url,current,support,medium,,,,,,,,Поддерживающий доверительный запрос.
kw-213,uk,гарантія aerocool,support,warranty uk,support,P1,/faq/,single_url,current,support,medium,,,,,,,,Поддерживающий доверительный запрос.
kw-214,ru,гарантия aerocool,support,warranty ru,support,P1,/ru/faq/,single_url,current,support,medium,,,,,,,,Поддерживающий доверительный запрос.
kw-215,uk,оплата aerocool,support,payment uk,support,P2,/faq/,single_url,current,support,low,,,,,,,,Поддерживать только фактическими условиями.
kw-216,ru,оплата aerocool,support,payment ru,support,P2,/ru/faq/,single_url,current,support,low,,,,,,,,Поддерживать только фактическими условиями.
kw-217,uk,повернення aerocool,support,returns uk,support,P2,/faq/,single_url,current,support,low,,,,,,,,Поддерживать только фактическими условиями.
kw-218,ru,возврат aerocool,support,returns ru,support,P2,/ru/faq/,single_url,current,support,low,,,,,,,,Поддерживать только фактическими условиями.
kw-219,uk,контакти aerocool,support,contacts uk,navigation,P1,/contact/,single_url,current,navigation,medium,,,,,,,,Навигационный запрос контактов.
kw-220,ru,контакты aerocool,support,contacts ru,navigation,P1,/ru/contact/,single_url,current,navigation,medium,,,,,,,,Навигационный запрос контактов.
kw-221,uk,faq aerocool,support,FAQ uk,support,P1,/faq/,single_url,current,support,medium,,,,,,,,"FAQ остается полезным для пользователей, не как ставка на FAQ rich result."
kw-222,ru,faq aerocool,support,FAQ ru,support,P1,/ru/faq/,single_url,current,support,medium,,,,,,,,"FAQ остается полезным для пользователей, не как ставка на FAQ rich result."
kw-223,uk,питання про крісла aerocool,support,FAQ uk,support,P1,/faq/,single_url,current,support,medium,,,,,,,,Естественный украинский FAQ-запрос.
kw-224,ru,вопросы о креслах aerocool,support,FAQ ru,support,P1,/ru/faq/,single_url,current,support,medium,,,,,,,,Естественный русский FAQ-запрос.
kw-225,uk,про бренд aerocool,brand trust,about uk,navigation,P1,/about/,single_url,current,navigation,medium,,,,,,,,Доверительный брендовый запрос.
kw-226,ru,о бренде aerocool,brand trust,about ru,navigation,P1,/ru/about/,single_url,current,navigation,medium,,,,,,,,Доверительный брендовый запрос.
kw-227,any,aerocool sky launch,news,SKY launch,news,P2,/news/sky-series-launch/ | /ru/news/sky-series-launch/,url_group,current,awareness,low,,,,,,,,Брендовая новость/запуск.
kw-228,any,aerocool wing series,news,WING launch,news,P2,/news/wing-series-launch/ | /ru/news/wing-series-launch/,url_group,current,awareness,low,,,,,,,,Брендовая новость/запуск.
kw-229,any,aerocool xtal,news,XTAL launch,news,P2,/news/xtal-series-launch/ | /ru/news/xtal-series-launch/,url_group,current,awareness,low,,,,,,,,Брендовая новость/запуск и серия.
kw-230,any,sky light 8D,news,SKY Light launch,news,P2,/news/sky-light-launch/ | /ru/news/sky-light-launch/,url_group,current,awareness,low,,,,,,,,Новостной и модельный long-tail.
kw-231,any,sky 360 11D,news,SKY 360 launch,news,P2,/news/sky-360-launch/ | /ru/news/sky-360-launch/,url_group,current,awareness,low,,,,,,,,Новостной и модельный long-tail.
kw-232,any,aerocool sync5,news,mechanism update,news,P2,/news/sync4-sync5-mechanism-update/ | /ru/news/sync4-sync5-mechanism-update/,url_group,current,awareness,low,,,,,,,,Новость о механизмах и спецификациях.
kw-233,any,sync4 sync5 aerocool,news,mechanism update,news,P2,/news/sync4-sync5-mechanism-update/ | /ru/news/sync4-sync5-mechanism-update/,url_group,current,awareness,low,,,,,,,,Новость о механизмах и спецификациях.
kw-234,uk,SKY WING чи XTAL,comparison,all series uk,commercial investigation,P1,/articles/sky-vs-wing-vs-xtal/,single_url,current,consideration,medium,,,,,,,,Страница опубликована; сравнение всех трех серий не должно дублировать WING vs XTAL и SKY Light vs SKY 360.
kw-235,ru,SKY WING или XTAL,comparison,all series ru,commercial investigation,P1,/ru/articles/sky-vs-wing-vs-xtal/,single_url,current,consideration,medium,,,,,,,,Страница опубликована; сравнение всех трех серий не должно дублировать WING vs XTAL и SKY Light vs SKY 360.
kw-236,any,sky vs wing vs xtal,comparison,all series english,commercial investigation,P1,/articles/sky-vs-wing-vs-xtal/ | /ru/articles/sky-vs-wing-vs-xtal/,url_group,current,consideration,medium,,,,,,,,"Страница опубликована; англоязычная формула сравнения серий для сниппетов, якорей и FAQ."
kw-237,ru,сравнение серий Aerocool SKY WING XTAL,comparison,all series ru,commercial investigation,P1,/ru/articles/sky-vs-wing-vs-xtal/,single_url,current,consideration,medium,,,,,,,,Страница опубликована; русский long-tail под выбор между всеми сериями.
kw-238,uk,як вибрати крісло для довгої роботи,guide,posture and long work uk,informational,P1,/articles/chair-for-posture-and-long-work/,single_url,current,awareness,medium,,,,,,,,"Поддерживающий запрос про длительную работу, посадку и рабочее место."
kw-239,ru,как выбрать кресло для долгой работы,guide,posture and long work ru,informational,P1,/ru/articles/chair-for-posture-and-long-work/,single_url,current,awareness,medium,,,,,,,,"Поддерживающий запрос про длительную работу, посадку и рабочее место."
kw-240,uk,як налаштувати крісло,guide,chair setup uk,informational,P1,/articles/chair-setup-after-purchase/,single_url,current,awareness,medium,,,,,,,,Главный инструкционный запрос страницы настройки кресла после покупки.
kw-241,ru,как настроить кресло,guide,chair setup ru,informational,P1,/ru/articles/chair-setup-after-purchase/,single_url,current,awareness,medium,,,,,,,,Главный инструкционный запрос страницы настройки кресла после покупки.
kw-242,uk,налаштування крісла після покупки,guide,chair setup uk,informational,P1,/articles/chair-setup-after-purchase/,single_url,current,awareness,medium,,,,,,,,"Long-tail после покупки: высота, сиденье, подлокотники, спинка и Synchronous Tilt."
kw-243,ru,настройка кресла после покупки,guide,chair setup ru,informational,P1,/ru/articles/chair-setup-after-purchase/,single_url,current,awareness,medium,,,,,,,,"Long-tail после покупки: высота, сиденье, подлокотники, спинка и Synchronous Tilt."
kw-244,uk,крісла для офісної команди,guide,office team uk,commercial investigation,P1,/articles/chairs-for-office-team/,single_url,current,consideration,medium,,,,,,,,B2B/командный сценарий выбора моделей под разные рабочие места.
kw-245,ru,кресла для офисной команды,guide,office team ru,commercial investigation,P1,/ru/articles/chairs-for-office-team/,single_url,current,consideration,medium,,,,,,,,B2B/командный сценарий выбора моделей под разные рабочие места.
kw-246,uk,як вибрати крісла для офісу,guide,office team uk,commercial investigation,P1,/articles/chairs-for-office-team/,single_url,current,consideration,medium,,,,,,,,"Запрос для офисного выбора, закупки и распределения моделей между сотрудниками."
kw-247,ru,как выбрать кресла для офиса,guide,office team ru,commercial investigation,P1,/ru/articles/chairs-for-office-team/,single_url,current,consideration,medium,,,,,,,,"Запрос для офисного выбора, закупки и распределения моделей между сотрудниками."
kw-248,uk,Aerocool гіди з вибору крісел,news,chair selection guides update uk,news,P2,/news/aerocool-chair-selection-guides-update/,single_url,current,awareness,low,,,,,,,,Новостной запрос про расширение кластера гидов по выбору кресел.
kw-249,ru,Aerocool гиды по выбору кресел,news,chair selection guides update ru,news,P2,/ru/news/aerocool-chair-selection-guides-update/,single_url,current,awareness,low,,,,,,,,Новостной запрос про расширение кластера гидов по выбору кресел.
kw-250,uk,Aerocool практичні гіди про крісла,news,practical guides update uk,news,P2,/news/aerocool-practical-chair-guides-update/,single_url,current,awareness,low,,,,,,,,"Новостной запрос про практические гайды по посадке, настройке и командному выбору."
kw-251,ru,Aerocool практические гиды по креслам,news,practical guides update ru,news,P2,/ru/news/aerocool-practical-chair-guides-update/,single_url,current,awareness,low,,,,,,,,"Новостной запрос про практические гайды по посадке, настройке и командному выбору."
kw-252,uk,статті та гіди aerocool,guide,articles hub uk,informational,P1,/articles/,single_url,current,awareness,medium,,,,,,,,"Явная строка для хаба статей; не конкурирует с отдельными гайдами, работает как навигационная коллекция."
kw-253,ru,статьи и гиды aerocool,guide,articles hub ru,informational,P1,/ru/articles/,single_url,current,awareness,medium,,,,,,,,"Явная строка для хаба статей; не конкурирует с отдельными гайдами, работает как навигационная коллекция."
kw-254,uk,новини aerocool,news,news hub uk,news,P2,/news/,single_url,current,awareness,low,,,,,,,,"Явная строка для хаба новостей; хаб фиксирует анонсы, запуски серий и обновления каталога."
kw-255,ru,новости aerocool,news,news hub ru,news,P2,/ru/news/,single_url,current,awareness,low,,,,,,,,"Явная строка для хаба новостей; хаб фиксирует анонсы, запуски серий и обновления каталога."
kw-256,uk,права на використання зображень aerocool,support,image license uk,support,P2,/image-license/,single_url,current,support,low,,,,,,,,Юридическая и доверительная страница для ImageObject license metadata; не развивать как коммерческую посадочную.
kw-257,ru,права на использование изображений aerocool,support,image license ru,support,P2,/ru/image-license/,single_url,current,support,low,,,,,,,,Юридическая и доверительная страница для ImageObject license metadata; не развивать как коммерческую посадочную.
kw-258,uk,як доглядати за кріслом aerocool,support,chair care uk,informational,P2,/articles/racer-vs-loft-air-vs-mesh/,single_url,current,awareness,low,,,,,,,,Поддерживающий запрос про уход за поверхностями и ежедневное использование; раскрывать без обещаний вечной износостойкости.
kw-259,ru,как ухаживать за креслом aerocool,support,chair care ru,informational,P2,/ru/articles/racer-vs-loft-air-vs-mesh/,single_url,current,awareness,low,,,,,,,,Поддерживающий запрос про уход за поверхностями и ежедневное использование; раскрывать без обещаний вечной износостойкости.
kw-260,uk,догляд за leatherette,material,Leatherette care uk,informational,P2,/articles/racer-vs-loft-air-vs-mesh/,single_url,current,awareness,low,,,,,,,,Long-tail по уходу за поверхностью Racer/Leatherette; усиливать в материальном гайде и FAQ-блоках.
kw-261,ru,уход за leatherette,material,Leatherette care ru,informational,P2,/ru/articles/racer-vs-loft-air-vs-mesh/,single_url,current,awareness,low,,,,,,,,Long-tail по уходу за поверхностью Racer/Leatherette; усиливать в материальном гайде и FAQ-блоках.
kw-262,uk,догляд за mesh,material,Mesh care uk,informational,P2,/articles/racer-vs-loft-air-vs-mesh/,single_url,current,awareness,low,,,,,,,,"Long-tail по уходу за Mesh; раскрывать через вентиляцию, пыль, чистку и сценарий помещения."
kw-263,ru,уход за mesh,material,Mesh care ru,informational,P2,/ru/articles/racer-vs-loft-air-vs-mesh/,single_url,current,awareness,low,,,,,,,,"Long-tail по уходу за Mesh; раскрывать через вентиляцию, пыль, чистку и сценарий помещения."
kw-264,uk,wing mesh чи wing loft air,comparison,WING surface uk,commercial investigation,P2,/articles/racer-vs-loft-air-vs-mesh/ | /products/wing/,url_group,current,consideration,medium,,,,,,,,Сравнение поверхностей внутри WING; текущая цель - материаловый гайд плюс страница серии WING.
kw-265,ru,wing mesh или wing loft air,comparison,WING surface ru,commercial investigation,P2,/ru/articles/racer-vs-loft-air-vs-mesh/ | /ru/products/wing/,url_group,current,consideration,medium,,,,,,,,Сравнение поверхностей внутри WING; текущая цель - материаловый гайд плюс страница серии WING.
kw-266,uk,xtal racer чи xtal mesh,comparison,XTAL surface uk,commercial investigation,P2,/articles/racer-vs-loft-air-vs-mesh/ | /products/xtal/,url_group,current,consideration,medium,,,,,,,,Сравнение поверхностей внутри XTAL; не дублировать WING vs XTAL и общий series comparison.
kw-267,ru,xtal racer или xtal mesh,comparison,XTAL surface ru,commercial investigation,P2,/ru/articles/racer-vs-loft-air-vs-mesh/ | /ru/products/xtal/,url_group,current,consideration,medium,,,,,,,,Сравнение поверхностей внутри XTAL; не дублировать WING vs XTAL и общий series comparison.
kw-268,uk,крісла для переговорної,guide,meeting room uk,commercial investigation,P2,/articles/chairs-for-office-team/,single_url,current,consideration,medium,,,,,,,,"B2B long-tail; раскрывать как часть командного выбора, не создавать отдельную страницу без спроса/GSC."
kw-269,ru,кресла для переговорной,guide,meeting room ru,commercial investigation,P2,/ru/articles/chairs-for-office-team/,single_url,current,consideration,medium,,,,,,,,"B2B long-tail; раскрывать как часть командного выбора, не создавать отдельную страницу без спроса/GSC."
kw-270,uk,крісла для команди розробників,guide,developer team uk,commercial investigation,P2,/articles/chairs-for-office-team/,single_url,current,consideration,medium,,,,,,,,"B2B/persona long-tail для IT-команд; раскрывать через рабочие места, вентиляцию, регулировки и бюджет."
kw-271,ru,кресла для команды разработчиков,guide,developer team ru,commercial investigation,P2,/ru/articles/chairs-for-office-team/,single_url,current,consideration,medium,,,,,,,,"B2B/persona long-tail для IT-команд; раскрывать через рабочие места, вентиляцию, регулировки и бюджет."
